path,class,source,split
E:\Lavindu\HCI\SignAlphaSet\K\K_783.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand2_k_left_seg_1_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_82.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_754.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_975.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_458.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_47.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_187.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_563.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_570.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_841.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_717.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_653.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_200.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_474.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand2_k_bot_seg_2_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_971.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_642.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand2_k_dif_seg_1_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_179.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_862.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_740.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand2_k_bot_seg_5_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_777.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_547.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_347.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_391.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_108.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_455.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_354.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand1_k_dif_seg_2_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_158.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_270.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_495.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_964.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_503.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_72.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_849.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_61.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand1_k_dif_seg_4_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_719.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_865.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_547.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_241.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_904.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_794.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_33.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_40.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand1_k_left_seg_1_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_133.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_562.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_411.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_111.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_790.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_966.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_784.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_32.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_281.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_69.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_209.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_568.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_118.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_419.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_348.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_38.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_901.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_404.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_487.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_524.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_294.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_919.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_302.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_915.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_108.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_960.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_182.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_105.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_161.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_181.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_803.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_376.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_725.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand1_k_right_seg_4_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_996.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_510.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_236.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_188.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_938.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand5_k_dif_seg_5_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_809.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_620.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_521.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_731.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_29.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_364.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_885.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_332.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_537.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_660.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_601.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_225.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_205.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_82.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_56.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_669.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_70.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand1_k_left_seg_2_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_765.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_233.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_81.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_202.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_546.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_765.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_910.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_171.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_663.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_846.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_205.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_69.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand2_k_bot_seg_1_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_670.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_430.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_34.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_689.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_940.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_839.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_879.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_14.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_434.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_928.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_991.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_888.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_795.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_296.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_211.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_101.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand1_k_dif_seg_3_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_100.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_888.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_943.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_335.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_789.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_65.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_498.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_10.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_168.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_852.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand1_k_right_seg_1_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_372.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_427.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_778.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_380.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_232.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_231.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_290.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_615.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_718.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_143.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_773.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_752.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_849.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_438.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_201.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_248.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_521.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_973.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_687.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_458.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_559.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_387.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_115.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_714.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_13.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_910.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand1_k_bot_seg_1_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_843.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand1_k_top_seg_4_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_465.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_927.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_582.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_781.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_733.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand1_k_top_seg_5_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_154.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_278.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_319.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_473.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_212.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_804.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_961.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_539.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_237.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_695.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_964.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_716.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_867.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_379.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_661.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_715.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_781.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_610.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_607.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_113.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_212.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_41.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_35.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand3_k_dif_seg_5_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_933.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_981.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_325.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_27.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_223.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_992.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_728.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand2_k_left_seg_2_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_644.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_260.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_37.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_545.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_916.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand2_k_dif_seg_4_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_880.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_988.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_979.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_564.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_455.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_160.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_527.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_24.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_317.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_274.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_112.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_580.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_163.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand4_k_bot_seg_2_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_590.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_584.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_691.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_842.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_115.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_881.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_552.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_962.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand1_k_left_seg_3_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_353.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_668.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_816.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_843.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_300.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_121.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_992.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_818.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_492.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand2_k_right_seg_5_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_448.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_304.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_131.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_722.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_773.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_139.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_457.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_520.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_912.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand3_k_dif_seg_4_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_717.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_149.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_674.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_932.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_295.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_240.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_472.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_573.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_874.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_369.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\k\hand3_k_dif_seg_1_cropped.jpeg,K,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\K\K_819.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_641.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_242.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_732.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_96.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_768.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_266.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_838.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_755.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_900.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_889.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_920.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_235.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_187.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_998.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_557.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_22.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_323.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_883.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_191.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_5.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_498.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_958.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_626.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_99.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_725.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_227.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_146.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_234.jpg,K,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\K\K_461.jpg,K,SignAlphaSet,train
